,0
ERICKSON_IDEOMOTOR_SIGNALING,0.001750801458634844
ERICKSON_UNCONSCIOUS_VALIDATION,0.0017505440792526953
ERICKSON_RATIFICATION,0.001655850307530078
ERICKSON_PARADOXICAL_INTERVENTION,0.00163788447492302
ERICKSON_SENSORY_UTILIZATION,0.0016208629532168618
ERICKSON_DISSOCIATION_UTILIZATION,0.0016170430491314577
ERICKSON_REFRAMING_AND_UTILIZATION,0.0016150095057660956
ERICKSON_UTILIZATION_AND_REFRAMING,0.001608787698467884
ERICKSON_PARADOXICAL_INTENTION,0.001605116329155047
ERICKSON_REFRAMING_DISSOCIATION,0.0015970302858118704
ERICKSON_OBSERVATIONAL_TRUISM,0.0015941234502918106
ERICKSON_OBSERVATION_UTILIZATION,0.001579241690467366
ERICKSON_TRUISM_REFRAME,0.0015132941942588198
ERICKSON_PACING_AND_UTILIZATION,0.0014808755192292663
ERICKSON_CONTINGENT_SUGGESTION,0.0014759339002454446
ERICKSON_DISSOCIATION_TRUISM,0.0014753889327088151
ERICKSON_FUTURE_PACING,0.0014720165196026363
ERICKSON_INTERROGATIVE_CHALLENGE,0.001468046239870167
ERICKSON_PROCESS_SUGGESTION,0.0014654723916551408
ERICKSON_TDS_PROMPT,0.0014634520973524892
ERICKSON_REORIENTATION,0.0014540057562776355
ERICKSON_ORDEAL_THERAPY,0.001443637573935924
ERICKSON_METAPHOR_REFRAMING,0.0013669083897181863
ERICKSON_POSTHYPNOTIC_SUGGESTION,0.0013355338908758226
ERICKSON_TRUISM_QUESTION,0.001331962455671481
ERICKSON_PACING_VALIDATION,0.0013290969911321357
ERICKSON_IDEOMOTOR_UTILIZATION,0.0013225270387678977
ERICKSON_DOUBLE_BIND_PRESUPPOSITION,0.0013218792854843983
ERICKSON_PARADOXICAL_CHALLENGE,0.0013195217329940285
ERICKSON_TRUISM_REINFORCEMENT,0.001319493711504426
ERICKSON_SENSORY_FOCUS,0.0013192285682651385
ERICKSON_METAPHOR,0.001317227263882807
ERICKSON_TRUISM_DISSOCIATION,0.0013119048881469234
ERICKSON_YES_SET,0.0013086272355670911
ERICKSON_TEMPORAL_ANCHORING,0.0012381766070113872
ERICKSON_UTILIZATION_QUESTION,0.0011928215355883538
ERICKSON_PRESUPPOSITION_TIME,0.001180497808366706
ERICKSON_ANALOGY_TRUISM,0.0011790628347650143
ERICKSON_DIRECTING_ATTENTION,0.001176362022231765
ERICKSON_REFRAMING_RESISTANCE,0.0011760234862856571
ERICKSON_RESISTANCE_UTILIZATION,0.0011760219852090322
ERICKSON_UTILIZATION_ACCEPTANCE,0.0011754824212028693
ERICKSON_DIRECT_VALIDATION,0.0011754545449537196
ERICKSON_PRESUPPOSITION_TRUISM,0.0011750572063950531
ERICKSON_ANECDOTE_REFRAMING,0.00117430873140912
ERICKSON_UNCONSCIOUS_TRUST,0.001173718347812336
ERICKSON_TRUISM_OBSERVATION,0.0011703694746541605
ERICKSON_TAG_QUESTION_PRESUPPOSITION,0.001169134966916782
ERICKSON_UNCONSCIOUS_AUTONOMY,0.001163292666882407
ERICKSON_TRUISM_NORMALIZATION,0.001141002006667446
ERICKSON_REFRAMING_METAPHOR,0.0010382311506601362
ERICKSON_COMPOUND_SUGGESTION,0.00103675558806966
ERICKSON_MINIMALISM_AUTONOMY,0.0010343336931444335
ERICKSON_ANECDOTE_METAPHOR,0.00103246518052683
ERICKSON_TRUISM_ANALOGY,0.0010321176673898582
ERICKSON_PRESUPPOSITION_INQUIRY,0.001029485580096136
ERICKSON_REFRAMING_ANALOGY,0.001028828624621628
ERICKSON_METAPHOR_UTILIZATION,0.0010284351551824986
ERICKSON_CONFUSION_UTILIZATION,0.001028083318715905
ERICKSON_INTERROGATIVE_UTILIZATION,0.001027988844710411
ERICKSON_DIRECT_UTILIZATION,0.0010277603207308511
ERICKSON_UTILIZATION_CONFUSION,0.0010269602051724191
ERICKSON_REFRAMING_NORMALIZATION,0.0010267606665534008
ERICKSON_METAPHOR_ANALOGY,0.00102569455767383
ERICKSON_PARADOXICAL_UTILIZATION,0.0010250571764224496
ERICKSON_TRANSDERIVATIONAL_SEARCH,0.0010244906572790446
ERICKSON_STRATEGIC_POSITIONING,0.0010231291891576253
ERICKSON_UTILIZATION_CHALLENGE,0.0010223528835337915
ERICKSON_UTILIZATION_DOUBLE_BIND,0.001020488385656526
ERICKSON_UTILIZATION_FEEDBACK,0.001013713950747336
ERICKSON_REINFORCEMENT,0.0010080427638097709
ERICKSON_DIRECT_ELICITATION,0.0009793538707844106
ERICKSON_PRESUPPOSITION_QUESTION,0.0008981209798310074
ERICKSON_AGE_REGRESSION,0.0008973613503360579
ERICKSON_TRUISM_POSSIBILITY,0.0008901149062305862
ERICKSON_PRESUPPOSITION_CHALLENGE,0.0008845763078084343
ERICKSON_UTILIZATION_RAPPORT,0.0008836426545721881
ERICKSON_PERMISSIVE_COMMAND,0.0008831874966857182
ERICKSON_UTILIZATION_REINFORCEMENT,0.0008818634939314087
ERICKSON_ATTENTION_SHIFT,0.0008817297113443382
ERICKSON_BOUNDARY_SETTING,0.000881146208463051
ERICKSON_TAG_QUESTION,0.0008808035227595376
ERICKSON_PARADOXICAL_TASK,0.0008808029241916877
ERICKSON_STRATEGIC_IGNORANCE,0.0008807557445426834
ERICKSON_VALIDATION_UTILIZATION,0.0008803235633070487
ERICKSON_CASUAL_INQUIRY,0.0008795179064993073
ERICKSON_UTILIZATION_AUTONOMY,0.0008781409119915273
ERICKSON_REFRAMING_PARADOX,0.0008775440644448816
ERICKSON_OBSERVATIONAL_PACING,0.0008754909813434745
ERICKSON_TEMPORAL_PACING,0.0008753042167307481
ERICKSON_INTERROGATIVE_PROBE,0.0008734346904145415
ERICKSON_CHALLENGE_UTILIZATION,0.0008280868001838094
ERICKSON_FUTURE_PACING_PRESUPPOSITION,0.0007443882540419183
ERICKSON_INTERROGATIVE_DOUBT,0.0007402720999354641
ERICKSON_PERMISSIVE_CHOICE,0.0007398226551859361
ERICKSON_RAPPORT_BUILDING,0.0007395665558181305
ERICKSON_UTILIZATION_AMNESIA,0.0007375785298011316
ERICKSON_REFRAMING_VALIDATION,0.000737420124643347
ERICKSON_TAG_QUESTION_TRUISM,0.0007367591099762692
ERICKSON_PERMISSIVE_TRUISM,0.0007358109259858381
ERICKSON_DISSOCIATION_OBSERVATION,0.0007355049635878361
ERICKSON_DISSOCIATION_REFRAMING,0.0007352997344068649
ERICKSON_INDIRECT_DIRECTIVE,0.0007352178145826174
ERICKSON_CONFUSION_DISSOCIATION,0.0007351040517733582
ERICKSON_META_COMMUNICATION,0.0007345773013905467
ERICKSON_STRATEGIC_VULNERABILITY,0.0007343447318419802
ERICKSON_REFRAMING_DISTINCTION,0.0007343304265941345
ERICKSON_DIRECT_COMMAND,0.0007342190736559049
ERICKSON_TRUISM_UNCERTAINTY,0.0007340451082527115
ERICKSON_TRUISM_AWARENESS,0.0007339794901210809
ERICKSON_FUTURE_PACING_TRUISM,0.0007338381959827118
ERICKSON_UTILIZATION_CONFIRMATION,0.0007335691255839308
ERICKSON_INDIRECT_CHALLENGE,0.0007332906142477907
ERICKSON_REDEFINITION,0.0007332426915188021
ERICKSON_STRATEGIC_REFRAMING,0.0007328506744368045
ERICKSON_AMNESIA_SUGGESTION,0.0007327242755316838
ERICKSON_TRUISM_CONTRAST,0.000732649028902221
ERICKSON_TRUISM_TAG,0.0007323359843812794
ERICKSON_PRESUPPOSITION_OF_CHANGE,0.0007320977779026549
ERICKSON_DISSOCIATIVE_METAPHOR,0.0007316755913249995
ERICKSON_DIRECT_ATTENTION,0.0007314539614182948
ERICKSON_IDEOMOTOR_SUGGESTION,0.000731309178811441
ERICKSON_RHETORICAL_INQUIRY,0.0007312179233376628
ERICKSON_UTILIZATION_AUTHORITY,0.0007307653658104561
ERICKSON_LINGUISTIC_AMBIGUITY,0.0007302057347585379
ERICKSON_UTILIZATION_AND_PACING,0.0007291570647115219
ERICKSON_DOUBLE_BIND_CHOICE,0.0007249231212048889
ERICKSON_UTILIZATION_OF_IGNORANCE,0.0007248635201556777
ERICKSON_UTILIZATION_DISTRACTION,0.0006850598052820529
ERICKSON_UNCONSCIOUS_UTILIZATION,0.0006021806727200537
ERICKSON_CONTINGENT_NEGATIVE,0.0005950042561551633
ERICKSON_EXPERIENTIAL_LEARNING,0.0005926751355148258
ERICKSON_TIME_DISTORTION_UTILIZATION,0.0005918614291844768
ERICKSON_DOUBLE_BIND_CHALLENGE,0.0005912693551692867
ERICKSON_INDIRECT_PROBING,0.0005906538187179897
ERICKSON_REFRAMING_LOGIC,0.0005902672138303603
ERICKSON_AMNESIA_TEST,0.0005902581082402775
ERICKSON_UTILIZATION_AND_TRUISM,0.000590152018022667
ERICKSON_PERMISSIVE_INDUCTION,0.0005901034571850578
ERICKSON_PRESUPPOSITION_AMNESIA,0.0005900663239318664
ERICKSON_DIRECT_CONFRONTATION,0.0005899948295128656
ERICKSON_MINIMALISM,0.0005899148613547733
ERICKSON_META_EXPLANATION,0.0005898286254159114
ERICKSON_INTERNAL_SEARCH,0.0005894033771349132
ERICKSON_REFRAMING_ANECDOTE,0.0005890302644822234
ERICKSON_TRANCE_VALIDATION,0.000588949796230173
ERICKSON_OPEN_ENDED_INQUIRY,0.0005887664797799686
ERICKSON_SPECIFICITY_CHALLENGE,0.0005886256123766201
ERICKSON_DIRECT_INQUIRY_UTILIZATION,0.0005886043239064175
ERICKSON_IMPLIED_DIRECTIVE,0.0005885297298086267
ERICKSON_UTILIZATION_AND_DISSOCIATION,0.0005884611198992844
ERICKSON_DOUBLE_BIND_RATIFICATION,0.0005884529776390142
ERICKSON_PHYSIOLOGICAL_UTILIZATION,0.0005883362764386555
ERICKSON_PARADOXICAL_INJUNCTION,0.0005881955871765449
ERICKSON_TRUISM_DEFINITION,0.000588174249832841
ERICKSON_DIRECTIVE_TASKING,0.0005881619625149432
ERICKSON_UTILIZATION_GENERALIZATION,0.0005881151524262459
ERICKSON_DOUBLE_BIND_CONFUSION,0.0005880697260026537
ERICKSON_TEMPORAL_ANCHOR,0.0005880177673883941
ERICKSON_UTILIZATION_MIRRORING,0.0005878935662654241
ERICKSON_POSTHYPNOTIC_UTILIZATION,0.0005878496448306958
ERICKSON_TRUISM_AND_UTILIZATION,0.0005878256151879634
ERICKSON_TRUISM_FUTURE_PACING,0.0005877769508906138
ERICKSON_UTILIZATION_HUMOR,0.0005876839922314071
ERICKSON_REFRAMING_MINIMIZATION,0.0005876494615189501
ERICKSON_BYPASS_CONSCIOUS,0.0005876129847199548
ERICKSON_VALIDATION_REINFORCEMENT,0.0005875929502474069
ERICKSON_DIRECT_INDUCTION,0.0005875152946664003
ERICKSON_TRUISM_AMNESIA,0.0005873499362494479
ERICKSON_CONSCIOUS_UNCONSCIOUS_DISTINCTION,0.0005870160006767101
ERICKSON_UNCONSCIOUS_COMPETENCE,0.0005869258706343127
ERICKSON_UNCONSCIOUS_DIRECTIVE,0.0005869005451512587
ERICKSON_MULTI_LEVEL_COMMUNICATION,0.0005868835018005886
ERICKSON_REINFORCEMENT_TRUISM,0.0005868349768455104
ERICKSON_INQUIRY_UTILIZATION,0.0005868143747089503
ERICKSON_RHETORICAL_CHALLENGE,0.0005866911356104584
ERICKSON_ANECDOTAL_TRUISM,0.0005865126898929778
ERICKSON_DIRECT_AUTHORITY,0.0005862451816404089
ERICKSON_TRUISM_PARADOX,0.0005860095575865826
ERICKSON_PARADOXICAL_REFRAME,0.0005853296282353222
ERICKSON_OBSERVATIONAL_UTILIZATION,0.0005851206015571116
ERICKSON_DEVELOPMENTAL_METAPHOR,0.0005850860946877961
ERICKSON_UTILIZATION_ANALOGY,0.0005850723750956802
ERICKSON_UTILIZATION_CATALEPSY,0.000585029800045442
ERICKSON_SHOCK_AND_PROVOCATION,0.0005846775799154267
ERICKSON_INDIRECT_VALIDATION,0.0005842945097979074
ERICKSON_UTILIZATION_CLARIFICATION,0.0005833126087656426
ERICKSON_PACING_RESISTANCE,0.0005822818738041315
ERICKSON_UTILIZATION_AMBIGUITY,0.000582234618908598
ERICKSON_UTILIZATION_QUERY,0.0005779212891468726
ERICKSON_DOUBLE_BIND_REFRAMING,0.0005772518013917396
ERICKSON_UTILIZATION_SENSORY,0.000570679364106041
ERICKSON_REFRAMING_AND_PACING,0.0005609747185686371
ERICKSON_PARADOXICAL_PRESCRIPTION,0.00048017247824058186
ERICKSON_SUBJECTIVE_REALITY,0.0004564273815580661
ERICKSON_REFRAMING_LEARNING,0.00045638381852124697
ERICKSON_STRATEGIC_REDIRECTION,0.0004556091646258635
ERICKSON_METAPHOR_DISSOCIATION,0.00044867720789461393
ERICKSON_PARADOXICAL_PERMISSION,0.0004472532378913695
ERICKSON_PACING_LEADING_TRUISM,0.00044688760750452263
ERICKSON_CONSCIOUS_DOUBT,0.00044544261026168905
ERICKSON_UTILIZATION_TRANSITION,0.0004450546490508262
ERICKSON_TRUISM_SUGGESTION,0.00044476450399375087
ERICKSON_CONFUSION_INTERRUPT,0.00044449929505333853
ERICKSON_NORMALIZATION_UTILIZATION,0.00044422707566866475
ERICKSON_REFRAMING_QUESTION,0.0004440983253389015
ERICKSON_YES_SET_TAG_QUESTION,0.0004440389909644595
ERICKSON_NOT_KNOWING,0.0004440091977793441
ERICKSON_META_COMMENTARY,0.0004439396853824749
ERICKSON_YES_SET_TRUISM,0.0004436705859941741
ERICKSON_IMPLICATION,0.0004436612430244645
ERICKSON_CHALLENGE_GENERALIZATION,0.0004432895226331667
ERICKSON_CHALLENGE_LIMITATION,0.0004429684288875802
ERICKSON_TRANCE_DEEPENING,0.0004426393761881031
ERICKSON_LOGICAL_REFRAMING,0.0004426037741831109
ERICKSON_DIRECT_INSTRUCTION,0.00044256773713058736
ERICKSON_TAG_QUESTION_PACING,0.00044255692672701314
ERICKSON_TRUISM_AMBIGUITY,0.000442527480852299
ERICKSON_NEGATIVE_PRESUPPOSITION,0.0004424167645705858
ERICKSON_SHOCK_CONFRONTATION,0.00044218694942396253
ERICKSON_INTERROGATIVE_FEEDBACK,0.0004421726177448087
ERICKSON_CLARIFICATION_UTILIZATION,0.00044216110323905527
ERICKSON_CLINICAL_OBSERVATION,0.0004421428542086673
ERICKSON_PARADOX_UTILIZATION,0.0004419030801294073
ERICKSON_PRECISION_INQUIRY,0.00044187324506395835
ERICKSON_UNCONSCIOUS_LEARNING,0.0004418305616216208
ERICKSON_TRUISM_CHALLENGE,0.00044171493025324006
ERICKSON_NEGATIVE_TAG_QUESTION,0.0004416504162225727
ERICKSON_TEMPORAL_FOCUS,0.0004416345062533019
ERICKSON_INDIRECT_CONFRONTATION,0.0004415723574301043
ERICKSON_VALIDATION_PACING,0.0004415555004703476
ERICKSON_ANALOG_MARKING,0.0004415337666730707
ERICKSON_SHOCK_REFRAME,0.0004415254650495641
ERICKSON_TRUISM_LINKING,0.0004413502899128896
ERICKSON_DISSOCIATIVE_INQUIRY,0.0004412951964596002
ERICKSON_PRESUPPOSITION_IGNORANCE,0.0004412837433191831
ERICKSON_CHALLENGE_LOGIC,0.0004412605402793916
ERICKSON_ANECDOTAL_INDUCTION,0.0004412036917035474
ERICKSON_REPETITION_UTILIZATION,0.0004411663856597265
ERICKSON_DISSOCIATION_PERMISSIVE,0.0004411513153913816
ERICKSON_DIRECT_REINFORCEMENT,0.0004410737312892798
ERICKSON_THERAPEUTIC_BIND,0.00044106598260838467
ERICKSON_NOMINALIZATION_UTILIZATION,0.00044102074984332575
ERICKSON_UNCONSCIOUS_PROCESS,0.0004409860169522602
ERICKSON_AMNESIA_REINFORCEMENT,0.00044097238640102574
ERICKSON_PRESUPPOSITION_AWARENESS,0.0004409662926131941
ERICKSON_UTILIZATION_FRAMEWORK,0.000440954141277932
ERICKSON_DISSOCIATION_TRANCE,0.000440951266745118
ERICKSON_UTILIZATION_FOCUS,0.00044089046649725444
ERICKSON_FUTURE_PACING_REINFORCEMENT,0.0004408626716733263
ERICKSON_TRUISM_PROCESS,0.00044083731595692064
ERICKSON_REFRAMING_IDENTITY,0.00044082434294381476
ERICKSON_UTILIZATION_EMPOWERMENT,0.0004407182575000221
ERICKSON_UTILIZATION_SUGGESTION,0.0004406742502568342
ERICKSON_TEMPORAL_LINKAGE,0.00044064274816649316
ERICKSON_PHYSIOLOGICAL_PACING,0.0004405762791591302
ERICKSON_YES_SET_REINFORCEMENT,0.00044054787423437576
ERICKSON_UNCONSCIOUS_ASSOCIATION,0.0004405468535499486
ERICKSON_REFRAMING_CONTROL,0.000440424877310033
ERICKSON_APPOSITION_OPPOSITES,0.00044041405916016405
ERICKSON_PRESUPPOSITION_INDIRECT,0.0004403950688243628
ERICKSON_UTILIZATION_BYPASS,0.00044038486200323235
ERICKSON_TRUISM_GENERALIZATION,0.0004403529270693835
ERICKSON_TEMPORAL_BRIDGE,0.0004402526272999994
ERICKSON_UTILIZATION_ANCHOR,0.00044009274452828283
ERICKSON_PRESUPPOSITION_DISSOCIATION,0.0004400743421330514
ERICKSON_ORDEAL_UTILIZATION,0.0004400568928773864
ERICKSON_TRUISM_UNCONSCIOUS,0.0004400450139784216
ERICKSON_PRESUPPOSITIONAL_INQUIRY,0.0004399802248366282
ERICKSON_PACING_MIRRORING,0.00043991601503569957
ERICKSON_TRUISM_YESSET,0.00043991040966379665
ERICKSON_AFFIRMATION_TRUISM,0.0004398458377079081
ERICKSON_DOUBLE_BIND_DISSOCIATION,0.00043972523311742496
ERICKSON_STRATEGIC_AMBIGUITY,0.00043963952448741056
ERICKSON_PERMISSIVE_FRAME,0.0004396141903956686
ERICKSON_DIRECT_FOCUS,0.0004394727447043212
ERICKSON_TRUISM_LOGIC,0.0004393931435395917
ERICKSON_SYMBOLIC_INTERPRETATION,0.0004393726895329539
ERICKSON_INDIRECT_LEARNING,0.00043929224556470375
ERICKSON_PACING_YES_SET,0.0004392132959285686
ERICKSON_ANALOGY_RHETORICAL,0.0004392091846936227
ERICKSON_BEHAVIORAL_PRESCRIPTION,0.00043914280614488436
ERICKSON_DIRECT_TASKING,0.00043909956763919377
ERICKSON_DISSOCIATION_SUGGESTION,0.0004390939774421454
ERICKSON_UTILIZATION_REGRESSION,0.0004389517505762549
ERICKSON_UNCONSCIOUS_DISSOCIATION,0.0004389457349186583
ERICKSON_UTILIZATION_DISPLACEMENT,0.00043890790187492185
ERICKSON_UTILIZATION_DOUBLEBIND,0.0004388937571021475
ERICKSON_RATIFICATION_UTILIZATION,0.00043883562803522923
ERICKSON_DIRECT_OBSERVATION,0.00043873627527544833
ERICKSON_NORMALIZATION_TRUISM,0.0004386297212281335
ERICKSON_DOUBLE_BIND_TRUISM,0.0004385453934932997
ERICKSON_AMBIGUITY_UTILIZATION,0.00043850220438732126
ERICKSON_UTILIZATION_REDEFINITION,0.0004384291889653185
ERICKSON_AGE_REGRESSION_ANCHOR,0.00043823435503476615
ERICKSON_COMPLIANCE_SET,0.0004381444007743619
ERICKSON_UTILIZATION_LINKAGE,0.0004381394389218841
ERICKSON_TRUISM_PERMISSIVE,0.00043805656923893245
ERICKSON_FUTURE_ORIENTATION,0.0004378589146223682
ERICKSON_DISSOCIATION_AND_UTILIZATION,0.00043781578774862234
ERICKSON_UTILIZATION_EXPERIENCE,0.0004377345677218645
ERICKSON_TIME_DISTORTION_TRUISM,0.00043751516708023233
ERICKSON_YES_SET_UTILIZATION,0.00043751440796852215
ERICKSON_ATTENTION_FIXATION,0.0004375125792900164
ERICKSON_DEPOTENTIATION,0.00043747924070265356
ERICKSON_FUTURE_PACING_UTILIZATION,0.0004374721770522556
ERICKSON_REFRAMING_AND_INDIRECT_SUGGESTION,0.000437427559579949
ERICKSON_PACING_AND_MIRRORING,0.00043732726199900414
ERICKSON_SYMPTOM_PRESCRIPTION,0.0004371538679644924
ERICKSON_REFRAMING_OBSERVATION,0.00043697842250930193
ERICKSON_DIRECT_AFFIRMATION,0.0004369231629634839
ERICKSON_TRUISM_INDIRECT_SUGGESTION,0.00043691115719795453
ERICKSON_ATTENTION_FOCUS,0.0004368857188215756
ERICKSON_ELICITATION,0.00043679574989551176
ERICKSON_UTILIZATION_ATTENTION,0.0004367306492665411
ERICKSON_UTILIZATION_IDEOMOTOR,0.00043633475066031464
ERICKSON_UTILIZATION_CONTRAST,0.0004358581171421605
ERICKSON_PACING_EXPERIENCE,0.00043582704659067426
ERICKSON_REFRAMING_AUTHORITY,0.0004358268717678933
ERICKSON_AGE_REGRESSION_TRUISM,0.0004350259859150759
ERICKSON_AGE_REGRESSION_DISSOCIATION,0.0004347544960961007
ERICKSON_OBSERVATIONAL_INQUIRY,0.0004333830519619536
ERICKSON_PERMISSIVE_UTILIZATION,0.0004333246693135308
ERICKSON_METAPHOR_REFRAME,0.000431401171940858
ERICKSON_SHOCK_UTILIZATION,0.0004307048604800764
ERICKSON_INDIRECT_SUGGESTION_DISSOCIATION,0.0004227132703054855
ERICKSON_PRESUPPOSITION_CERTAINTY,0.0004211227993060185
ERICKSON_DISSOCIATION_REGRESSION,0.00042090255681781496
ERICKSON_IDEOMOTOR_LINKING,0.0004206950676810125
ERICKSON_SENSORY_DISSOCIATION,0.0003899867743207164
ERICKSON_PARADOXICAL_BIND,0.0003677869575534293
ERICKSON_OBSERVATIONAL_DIAGNOSIS,0.00036773997702215465
ERICKSON_PERMISSION,0.00033154992878634795
ERICKSON_OBSERVATIONAL_METAPHOR,0.0003265245858726125
ERICKSON_SYMBOLIC_UTILIZATION,0.00031081754152771044
ERICKSON_STRATEGIC_EXCLUSION,0.00031032502644805536
ERICKSON_ANECDOTAL_TEACHING,0.00030860931430882425
ERICKSON_STRATEGIC_CHALLENGE,0.0003055322819859169
ERICKSON_UTILIZATION_AND_METAPHOR,0.00030406902316727107
ERICKSON_IMPLICATION_TRUISM,0.0003040076675233467
ERICKSON_REFRAMING_DYNAMICS,0.00030297904561848245
ERICKSON_LOGICAL_DISCREPANCY,0.00030256260976208016
ERICKSON_CASE_NARRATIVE,0.00030098526794382997
ERICKSON_FUTURE_PACING_AND_SUGGESTION,0.00029987251570559435
ERICKSON_UTILIZATION_TRANSFERENCE,0.00029959616044665516
ERICKSON_UTILIZATION_REPETITION,0.00029939229659558413
ERICKSON_UTILIZATION_RESOURCES,0.0002991006482882889
ERICKSON_AGE_PROGRESSION,0.0002980241511159275
ERICKSON_UNCONSCIOUS_RESOURCE,0.00029766746777643255
ERICKSON_UTILIZATION_OWNERSHIP,0.0002976445514124666
ERICKSON_PACING_LEADING_UTILIZATION,0.0002976218818181615
ERICKSON_CONFUSION_INTERROGATIVE,0.0002975969536530786
ERICKSON_TRUISM_LEADING,0.0002975785377886896
ERICKSON_UTILIZATION_PACING_LEADING,0.0002972151770540293
ERICKSON_PERSPECTIVE_SHIFT,0.0002971106526659826
ERICKSON_INTERRUPTION_CONFUSION,0.0002970593135705912
ERICKSON_AUTONOMY_TRUISM,0.0002969750920844156
ERICKSON_SUBJECTIVE_PERCEPTION,0.0002968786772941889
ERICKSON_PRESUPPOSITION_FUTURE_PACE,0.0002968417608254329
ERICKSON_METAPHOR_STORYTELLING,0.00029675162614982117
ERICKSON_NONVERBAL_ANCHORING,0.0002967383582427358
ERICKSON_SPECIFIC_INQUIRY,0.000296615386225478
ERICKSON_RATIFICATION_AND_CHALLENGE,0.00029659086453451907
ERICKSON_CLINICAL_NARRATIVE,0.00029627754684583935
ERICKSON_COVERING_ALL_POSSIBILITIES,0.00029623231892755364
ERICKSON_UTILIZATION_AND_RATIFICATION,0.00029622398505547504
ERICKSON_INTERROGATIVE_TRUISM,0.00029617339572197325
ERICKSON_INDIRECT_SUGGESTION_AUTONOMY,0.00029608855924488035
ERICKSON_UTILIZATION_INTERPRETATION,0.0002960686963810604
ERICKSON_DIRECT_INQUIRY_AS_SUGGESTION,0.000295907404881123
ERICKSON_OPPONENT_PROCESS,0.00029590601365442576
ERICKSON_UNCONSCIOUS_AWARENESS,0.00029586213328130324
